client_id,activity_date,total_orders,total_revenue,avg_order_value,return_rate,days_since_last_order,product_categories_used,device_type,has_app_installed,email_open_rate,discount_usage_pct,reviews_written,country,churned
E002000,2026-05-01,4,515.26,128.81,0.099,29.0,4,mobile,False,0.643,0.417,1,BR,1
E002001,2026-05-05,7,343.84,49.12,0.187,25.0,4,desktop,False,0.223,0.239,2,IN,1
E002002,2026-04-27,7,62.12,8.87,0.295,33.0,3,mobile,False,0.285,0.095,1,Other,0
E002003,2026-05-10,7,331.42,47.35,0.2,20.0,6,tablet,True,0.474,0.117,2,US,1
E002004,2026-05-10,7,217.27,31.04,0.347,20.0,5,desktop,True,0.618,0.409,1,DE,0
E002005,2026-05-09,9,,225.65,0.047,21.0,5,mobile,True,0.405,0.414,1,BR,0
E002006,2026-05-04,9,444.66,49.41,0.213,26.0,8,desktop,False,0.347,0.351,1,US,0
E002007,2026-05-02,5,186.75,37.35,0.328,28.0,4,mobile,False,0.709,0.349,0,US,1
E002008,2026-05-08,13,624.52,48.04,0.079,22.0,4,mobile,True,0.245,0.472,1,US,1
E002009,2026-05-04,8,541.06,67.63,0.055,26.0,4,mobile,False,0.48,0.481,2,DE,1
E002010,2026-05-08,7,308.38,44.05,0.185,22.0,3,desktop,False,0.352,0.185,0,US,1
E002011,2026-05-10,11,496.45,45.13,0.063,20.0,3,mobile,False,0.115,0.348,4,FR,0
E002012,2026-05-11,7,670.92,95.85,0.094,19.0,1,mobile,False,0.286,0.119,1,DE,1
E002013,2026-05-10,11,154.92,14.08,0.348,20.0,3,mobile,False,0.219,0.224,3,FR,1
E002014,2026-04-30,10,729.79,72.98,0.02,30.0,12,mobile,True,0.288,0.178,0,US,1
E002015,2026-05-09,6,203.05,33.84,0.035,21.0,6,mobile,False,0.192,0.367,1,BR,1
E002016,2026-05-04,13,1312.95,101.0,0.139,26.0,1,mobile,False,0.212,0.402,0,FR,0
E002017,2026-05-07,7,296.68,42.38,0.077,23.0,4,mobile,True,0.608,0.042,0,US,0
E002018,2026-05-07,8,224.17,28.02,0.09,23.0,8,mobile,True,0.269,0.206,3,US,1
E002019,2026-05-04,11,593.15,53.92,0.175,26.0,5,desktop,False,0.417,0.261,4,US,1
E002020,2026-05-02,8,240.06,30.01,0.331,28.0,3,mobile,False,0.683,0.326,3,Other,1
E002021,2026-05-07,8,997.88,124.74,0.084,23.0,4,desktop,False,0.366,0.194,1,US,1
E002022,2026-05-09,16,934.91,58.43,0.134,21.0,2,mobile,False,0.547,0.269,0,US,0
E002023,2026-05-04,11,243.18,22.11,0.177,26.0,6,mobile,True,0.696,0.195,0,US,0
E002024,2026-05-09,10,289.86,28.99,0.096,21.0,3,mobile,False,0.454,0.166,2,US,0
E002025,2026-05-09,6,252.75,42.12,0.202,21.0,2,mobile,True,0.159,0.142,2,UK,1
E002026,2026-05-03,14,575.11,41.08,0.007,27.0,1,mobile,False,0.231,0.307,3,IN,1
E002027,2026-05-04,7,370.7,52.96,0.34,26.0,8,desktop,False,,0.373,2,UK,0
E002028,2026-05-01,8,134.02,16.75,0.229,29.0,2,mobile,True,0.185,0.131,0,IN,1
E002029,2026-04-29,9,1514.45,168.27,0.296,31.0,3,mobile,False,0.588,0.178,0,US,1
E002030,2026-05-06,9,285.9,31.77,0.064,24.0,7,desktop,False,0.433,0.262,1,UK,1
E002031,2026-05-08,10,256.48,25.65,0.321,22.0,3,mobile,False,0.56,0.47,1,IN,0
E002032,2026-05-08,6,129.65,21.61,0.19,22.0,4,mobile,False,0.222,0.107,0,FR,1
E002033,2026-05-03,7,154.87,22.12,0.151,27.0,5,mobile,False,0.42,0.255,0,IN,0
E002034,2026-05-04,11,851.16,77.38,0.144,26.0,5,mobile,True,0.391,0.248,1,US,0
E002035,2026-05-11,10,325.98,32.6,0.319,19.0,5,mobile,True,0.562,0.313,1,UK,0
E002036,2026-05-04,4,65.11,16.28,0.227,26.0,5,desktop,False,0.618,0.287,1,FR,0
E002037,2026-04-28,6,190.4,31.73,0.12,32.0,1,tablet,False,0.612,0.317,0,US,0
E002038,2026-05-05,10,552.92,55.29,,25.0,5,mobile,False,0.35,0.368,1,IN,0
E002039,2026-05-02,8,601.53,75.19,0.205,28.0,5,desktop,False,0.402,0.26,1,US,1
E002040,2026-05-02,11,195.46,17.77,0.028,28.0,2,desktop,False,0.606,0.512,3,US,1
E002041,2026-05-07,4,33.28,8.32,0.106,23.0,4,mobile,True,0.473,0.32,0,BR,0
E002042,2026-05-08,9,178.98,19.89,0.137,22.0,2,desktop,True,0.345,0.382,1,BR,1
E002043,2026-05-06,9,1579.07,175.45,0.045,24.0,2,desktop,True,0.649,0.57,1,Other,0
E002044,2026-05-14,4,35.55,8.89,0.124,16.0,4,tablet,False,0.502,0.475,5,Other,0
E002045,2026-05-12,7,140.8,20.11,0.192,18.0,5,tablet,False,0.304,0.245,1,US,1
E002046,2026-05-08,5,,51.64,0.146,22.0,3,mobile,False,0.228,0.262,1,FR,1
E002047,2026-04-30,8,1898.27,237.28,0.018,30.0,5,mobile,False,0.253,0.502,3,Other,1
E002048,2026-04-30,2,64.6,32.3,0.216,30.0,3,mobile,False,0.407,0.153,1,US,1
E002049,2026-04-27,7,390.67,55.81,0.21,33.0,4,mobile,True,0.669,0.458,1,UK,0
E002050,2026-05-02,8,867.59,108.45,0.388,28.0,4,mobile,False,0.123,0.438,0,Other,1
E002051,2026-05-10,11,243.76,22.16,0.353,20.0,3,tablet,False,0.185,0.189,0,US,1
E002052,2026-05-07,4,574.96,143.74,3.0363038023726157,23.0,5,mobile,True,0.535,0.19,1,Other,0
E002053,2026-04-26,6,140.73,23.46,0.134,34.0,2,mobile,False,0.351,0.049,0,UK,1
E002054,2026-04-30,7,517.75,73.96,0.201,30.0,8,desktop,True,0.262,0.262,0,Other,0
E002055,2026-05-08,8,2255.68,281.96,0.152,22.0,7,mobile,True,0.093,0.238,1,FR,0
E002056,2026-04-30,13,364.48,28.04,0.053,30.0,6,mobile,False,0.422,0.25,3,FR,1
E002057,2026-05-06,11,460.0,41.82,0.217,24.0,7,tablet,False,0.173,0.471,0,BR,0
E002058,2026-04-30,10,328.7,32.87,0.175,30.0,4,mobile,False,0.465,0.382,0,US,0
E002059,2026-05-16,5,206.55,41.31,0.032,14.0,5,mobile,False,0.714,0.315,1,FR,0
E002060,2026-04-30,8,258.97,32.37,0.073,30.0,6,mobile,False,0.444,0.167,1,Other,0
E002061,2026-05-07,11,809.97,73.63,0.436,23.0,5,tablet,False,,0.325,0,Other,1
E002062,2026-05-03,4,193.01,48.25,0.148,27.0,5,mobile,True,0.051,0.212,0,Other,0
E002063,2026-05-06,3,169.62,56.54,0.277,24.0,1,mobile,True,0.277,0.304,0,FR,0
E002064,2026-05-06,10,422.23,42.22,0.117,24.0,4,mobile,False,0.243,0.489,0,FR,0
E002065,2026-05-05,8,337.83,42.23,0.46,25.0,4,mobile,False,0.22,0.164,1,DE,1
E002066,2026-05-09,10,478.58,47.86,0.412,21.0,5,tablet,True,0.394,0.164,1,DE,0
E002067,2026-04-22,9,414.49,46.05,0.053,38.0,7,mobile,True,0.326,0.11,2,DE,0
E002068,2026-05-13,8,282.15,35.27,0.234,17.0,3,tablet,True,0.458,0.356,2,US,0
E002069,2026-04-28,6,449.4,74.9,0.376,32.0,4,mobile,True,0.209,0.436,0,US,0
E002070,2026-04-28,9,358.29,39.81,0.044,32.0,3,mobile,False,0.286,0.281,3,DE,1
E002071,2026-05-03,7,460.62,65.8,0.068,27.0,2,desktop,False,0.417,0.188,0,US,0
E002072,2026-05-10,7,410.63,58.66,0.211,20.0,4,mobile,False,0.597,0.1,0,US,1
E002073,2026-05-06,4,551.46,137.87,0.239,24.0,2,mobile,False,0.36,0.593,2,US,1
E002074,2026-05-08,6,116.58,19.43,0.036,22.0,5,desktop,False,0.208,0.08,0,IN,0
E002075,2026-04-24,8,2054.079548541567,46.57,0.126,36.0,4,mobile,True,0.533,0.568,1,Other,0
E002076,2026-05-06,10,593.61,59.36,0.098,24.0,3,mobile,False,0.157,0.132,2,FR,1
E002077,2026-04-30,9,703.24,78.14,0.219,30.0,6,tablet,False,0.281,0.136,0,Other,0
E002078,2026-05-10,5,166.33,33.27,0.043,20.0,3,mobile,False,,0.321,0,Other,1
E002079,2026-05-13,8,824.23,103.03,0.033,17.0,2,mobile,False,0.345,0.072,0,US,1
E002080,2026-04-23,3,129.86869576594162,11.19,0.176,37.0,2,mobile,False,0.538,0.486,0,US,1
E002081,2026-05-11,11,542.6,49.33,0.141,19.0,6,mobile,True,0.437,0.276,0,US,0
E002082,2026-05-04,10,1396.38,139.64,0.141,,2,mobile,True,0.328,0.215,0,US,1
E002083,2026-05-08,5,222.31,44.46,0.141,22.0,5,desktop,True,0.545,0.214,1,DE,1
E002084,2026-05-10,7,234.6,33.51,0.308,20.0,5,mobile,False,0.491,0.366,2,US,1
E002085,2026-05-10,11,1020.78,92.8,0.348,20.0,3,desktop,False,,0.35,1,Other,0
E002086,2026-04-29,8,324.85,40.61,0.177,31.0,2,mobile,True,0.201,0.376,0,DE,1
E002087,2026-05-01,6,92.45,15.41,0.154,29.0,3,mobile,True,0.511,0.178,2,US,0
E002088,2026-05-07,7,493.44,70.49,0.159,23.0,4,mobile,False,0.371,0.276,1,Other,0
E002089,2026-05-10,9,,25.34,0.286,20.0,3,desktop,False,,0.316,3,Other,0
E002090,2026-05-05,4,292.1,73.02,0.208,90.63324565681884,2,mobile,False,,0.431,1,BR,1
E002091,2026-05-07,7,590.73,84.39,0.131,23.0,5,mobile,True,,0.349,0,IN,0
E002092,2026-05-05,9,1013.98,112.66,0.289,25.0,3,desktop,False,0.687,0.338,2,Other,1
E002093,2026-04-27,9,589.29,65.48,0.122,33.0,5,desktop,False,0.205,0.26,0,DE,0
E002094,2026-05-05,8,606.85,75.86,0.336,25.0,4,mobile,False,0.305,0.32,2,Other,1
E002095,2026-05-06,7,285.53,40.79,0.123,24.0,6,tablet,True,0.554,0.192,1,US,0
E002096,2026-04-22,7,702.23,100.32,0.118,,2,mobile,False,0.155,0.572,2,DE,1
E002097,2026-05-07,13,1232.41,94.8,0.424,23.0,4,mobile,False,0.432,0.499,0,UK,0
E002098,2026-05-05,11,987.97,89.82,0.117,25.0,5,mobile,False,0.218,0.089,0,US,0
E002099,2026-05-08,8,643.8,80.47,0.185,22.0,5,mobile,True,0.433,0.067,0,US,1
E002100,2026-05-08,4,104.71,26.18,0.202,22.0,4,mobile,False,0.179,0.503,2,US,1
E002101,2026-05-04,11,1238.49,112.59,0.352,26.0,6,desktop,False,0.314,0.424,1,US,0
E002102,2026-05-11,9,672.69,74.74,0.207,19.0,1,mobile,True,0.665,0.319,2,US,1
E002103,2026-05-08,7,46.77,6.68,,22.0,3,desktop,True,0.64,0.135,1,UK,0
E002104,2026-05-12,11,1332.46,121.13,0.057,18.0,3,tablet,True,0.395,0.201,2,IN,0
E002105,2026-05-01,5,202.55,40.51,0.124,29.0,4,desktop,True,0.54,0.562,0,DE,0
E002106,2026-05-08,6,320.7,53.45,0.094,22.0,5,desktop,True,0.496,0.16,1,FR,1
E002107,2026-05-03,7,263.51,37.64,0.348,27.0,3,desktop,True,0.562,0.34,3,US,0
E002108,2026-04-28,7,542.67,77.52,0.21,32.0,3,tablet,False,0.605,0.581,2,IN,0
E002109,2026-05-08,8,462.39,57.8,0.234,22.0,6,mobile,False,0.507,0.556,2,US,1
E002110,2026-05-03,6,242.51,40.42,0.253,27.0,1,mobile,False,0.527,0.086,3,US,1
E002111,2026-05-10,6,76.97,12.83,0.169,20.0,5,mobile,False,0.39,0.3,1,UK,1
E002112,2026-05-07,9,8525.226326219805,148.75,0.069,23.0,2,mobile,True,0.587,0.182,0,Other,0
E002113,2026-05-05,8,311.19,38.9,0.173,25.0,3,mobile,False,0.583,0.374,0,Other,0
E002114,2026-04-25,12,248.39,20.7,0.222,35.0,4,desktop,False,0.234,0.192,1,IN,0
E002115,2026-05-06,8,2308.76,288.59,0.169,24.0,8,mobile,False,0.667,0.407,0,BR,1
E002116,2026-05-07,6,607.05,101.17,0.169,23.0,2,tablet,True,0.292,0.233,3,DE,0
E002117,2026-05-10,4,124.82,31.21,0.093,20.0,4,mobile,False,,0.288,2,FR,1
E002118,2026-05-03,7,119.75,17.11,0.279,27.0,7,mobile,False,0.434,0.327,0,US,0
E002119,2026-05-11,7,298.33,42.62,0.212,19.0,6,mobile,False,0.432,0.367,1,US,0
E002120,2026-05-07,3,360.93,120.31,0.264,23.0,4,mobile,False,0.384,0.565,2,Other,1
E002121,2026-05-04,7,127.88,18.27,0.257,26.0,4,mobile,False,0.468,0.222,0,Other,0
E002122,2026-05-03,8,308.28,38.54,0.123,27.0,2,mobile,False,0.642,0.275,0,US,0
E002123,2026-05-01,6,678.14,113.02,0.054,29.0,6,mobile,False,0.336,0.155,2,US,0
E002124,2026-05-03,3,34.76,11.59,0.131,27.0,6,mobile,False,0.614,0.093,0,US,1
E002125,2026-05-09,13,278.36,21.41,0.135,21.0,10,mobile,False,0.518,0.063,0,UK,0
E002126,2026-05-03,9,333.06,37.01,0.204,27.0,1,mobile,False,0.51,0.505,0,US,0
E002127,2026-05-13,10,347.58,34.76,0.052,17.0,3,mobile,False,0.43,0.239,0,FR,0
E002128,2026-05-05,7,424.3,60.61,0.086,25.0,6,mobile,True,0.149,0.039,2,US,0
E002129,2026-05-04,5,50.25,10.05,0.075,26.0,2,mobile,False,0.25,0.551,1,US,1
E002130,2026-05-10,2,132.33,66.17,0.037,20.0,3,mobile,False,0.462,0.094,0,US,1
E002131,2026-05-11,10,380.6,38.06,0.295,19.0,6,mobile,False,0.413,0.238,0,BR,1
E002132,2026-05-14,5,295.57,59.11,0.085,16.0,3,desktop,False,0.793,0.227,0,US,0
E002133,2026-04-28,7,146.09,20.87,0.291,32.0,4,tablet,False,0.538,0.435,3,UK,1
E002134,2026-05-09,7,102.68,14.67,0.056,21.0,6,tablet,False,0.458,0.246,1,FR,1
E002135,2026-05-08,10,285.57,28.56,0.493,22.0,6,mobile,False,0.46,0.301,1,IN,1
E002136,2026-05-12,7,298.88,42.7,0.291,18.0,3,mobile,True,0.621,0.187,3,US,1
E002137,2026-04-29,4,133.2,33.3,0.245,31.0,3,mobile,False,0.265,0.066,0,BR,1
E002138,2026-04-30,7,127.62,18.23,0.088,30.0,1,desktop,True,0.559,0.17,2,US,1
E002139,2026-04-29,3,63.23,21.08,0.224,31.0,3,desktop,True,0.68,0.101,2,FR,0
E002140,2026-05-06,8,232.93,29.12,0.129,24.0,5,desktop,False,0.649,0.055,1,UK,0
E002141,2026-05-01,16,3055.18,190.95,0.107,29.0,4,desktop,False,0.551,0.16,2,Other,1
E002142,2026-05-02,10,906.14,90.61,0.11,28.0,3,mobile,True,0.183,0.602,0,Other,1
E002143,2026-05-14,11,515.9,46.9,0.081,16.0,4,desktop,True,0.349,0.486,3,BR,1
E002144,2026-04-30,6,252.68,42.11,0.138,30.0,6,desktop,False,0.255,0.078,0,Other,1
E002145,2026-05-02,6,617.45,102.91,0.167,,3,mobile,False,,0.176,1,US,1
E002146,2026-05-02,9,413.91,45.99,0.126,28.0,6,tablet,True,0.747,0.236,5,FR,0
E002147,2026-05-08,7,,45.0,0.074,22.0,3,mobile,False,0.408,0.103,2,US,1
E002148,2026-05-09,8,160.11,20.01,0.011,21.0,11,tablet,False,0.242,0.316,1,US,0
E002149,2026-05-05,7,699.03,99.86,0.047,25.0,3,desktop,False,,0.532,1,DE,1
E002150,2026-05-01,9,282.01,31.33,0.183,29.0,5,mobile,True,0.546,0.3,1,BR,1
E002151,2026-05-03,10,249.87,24.99,0.109,27.0,6,desktop,False,0.77,0.457,0,BR,0
E002152,2026-05-02,4,177.93,44.48,0.169,28.0,3,mobile,False,0.279,0.257,2,IN,0
E002153,2026-05-11,12,1750.26,145.86,0.057,19.0,2,desktop,True,0.605,0.514,0,DE,0
E002154,2026-05-03,8,416.88,52.11,0.419,27.0,5,desktop,False,0.454,0.204,0,Other,1
E002155,2026-04-27,10,224.51,22.45,0.196,33.0,2,desktop,True,0.681,0.327,0,Other,1
E002156,2026-05-07,7,258.3,36.9,0.027,23.0,6,desktop,True,0.536,0.536,1,IN,1
E002157,2026-05-04,8,619.28,77.41,0.044,101.50012584190864,3,mobile,True,0.51,0.365,0,US,0
E002158,2026-05-02,6,445.21,74.2,0.6,28.0,3,mobile,True,0.707,0.121,2,DE,1
E002159,2026-05-10,13,447.64,34.43,0.195,20.0,6,mobile,False,0.874,0.449,2,BR,1
E002160,2026-05-06,9,115.28,12.81,0.05,24.0,2,mobile,False,,0.283,1,Other,1
E002161,2026-05-07,8,392.19,49.02,0.072,23.0,3,mobile,False,0.349,0.125,1,US,0
E002162,2026-05-04,5,314.83,62.97,0.072,26.0,2,mobile,False,0.359,0.305,0,US,0
E002163,2026-05-04,14,765.39,54.67,0.214,,4,mobile,True,0.637,0.342,0,US,0
E002164,2026-05-11,7,883.01,126.14,0.322,19.0,3,mobile,False,,0.072,1,US,1
E002165,2026-05-08,11,1612.02,146.55,0.174,22.0,3,desktop,False,0.181,0.444,1,IN,1
E002166,2026-05-08,6,791.8,131.97,0.052,22.0,2,mobile,True,0.309,0.33,1,US,1
E002167,2026-05-04,11,287.18,26.11,0.18,26.0,4,desktop,False,0.51,0.146,0,US,1
E002168,2026-05-02,7,387.87,55.41,0.087,28.0,5,mobile,False,0.094,0.352,2,BR,1
E002169,2026-04-29,6,170.64,28.44,0.093,31.0,3,mobile,False,0.542,0.215,0,UK,0
E002170,2026-05-05,9,349.4,38.82,0.131,,3,mobile,True,0.242,0.286,1,US,1
E002171,2026-05-01,8,510.42,63.8,0.217,29.0,3,mobile,True,,0.129,1,DE,0
E002172,2026-05-06,6,137.06,22.84,0.093,24.0,5,mobile,False,0.44,0.267,0,DE,0
E002173,2026-05-13,9,466.68,51.85,0.138,17.0,2,mobile,False,0.441,0.184,2,Other,0
E002174,2026-05-01,7,129.09,18.44,0.125,29.0,4,mobile,False,0.649,0.118,1,BR,1
E002175,2026-05-10,9,436.44,48.49,0.166,20.0,4,mobile,False,0.354,0.275,0,Other,1
E002176,2026-05-04,3,91.93,30.64,,26.0,5,desktop,True,0.228,0.187,0,US,1
E002177,2026-04-27,13,418.8,32.22,0.15,33.0,4,mobile,False,0.378,0.172,1,BR,1
E002178,2026-05-11,12,527.19,43.93,0.282,19.0,3,desktop,False,,0.313,0,DE,0
E002179,2026-05-04,8,437.93,54.74,0.108,26.0,5,mobile,False,0.735,0.303,0,BR,0
E002180,2026-05-04,13,293.13,22.55,0.185,26.0,6,tablet,True,0.639,0.381,0,UK,0
E002181,2026-05-07,7,392.61,56.09,0.089,23.0,3,desktop,True,0.597,0.205,1,US,1
E002182,2026-05-03,8,319.04,39.88,0.215,27.0,10,tablet,True,0.6,0.134,1,US,0
E002183,2026-05-06,13,358.12,27.55,0.277,24.0,5,desktop,True,0.442,0.398,1,IN,0
E002184,2026-05-04,5,280.94,56.19,0.218,26.0,3,mobile,True,0.318,0.157,0,IN,1
E002185,2026-05-08,5,420.75,84.15,0.161,,1,mobile,True,0.571,0.053,3,US,0
E002186,2026-04-30,10,1859.24,185.92,0.076,30.0,8,mobile,False,0.327,0.045,0,FR,1
E002187,2026-05-10,8,144.72,18.09,0.296,20.0,7,desktop,False,0.248,0.254,0,BR,0
E002188,2026-04-30,10,1044.94,104.49,0.159,30.0,3,desktop,True,0.111,0.119,0,DE,0
E002189,2026-05-11,5,161.45,32.29,0.204,19.0,4,mobile,True,0.562,0.133,1,US,0
E002190,2026-05-04,14,782.06,55.86,0.093,26.0,2,tablet,False,0.292,0.19,1,Other,0
E002191,2026-05-10,5,96.28,19.26,0.355,20.0,2,mobile,False,0.209,0.413,0,FR,1
E002192,2026-05-07,7,449.36,64.19,0.054,23.0,4,desktop,False,0.479,0.192,1,BR,0
E002193,2026-04-23,6,1180.9426636989315,26.48,0.299,37.0,6,desktop,False,0.384,0.094,1,FR,1
E002194,2026-05-08,13,584.68,44.98,0.127,22.0,3,mobile,True,0.453,0.141,2,BR,0
E002195,2026-05-02,8,213.68,26.71,0.153,28.0,6,desktop,False,0.283,0.489,2,US,1
E002196,2026-04-27,7,197.7,28.24,0.048,33.0,6,desktop,False,0.457,0.107,1,Other,0
E002197,2026-05-07,9,235.32,26.15,0.185,,4,mobile,False,0.428,0.014,2,US,1
E002198,2026-05-08,5,818.49,163.7,0.068,22.0,3,mobile,False,0.749,0.157,0,IN,0
E002199,2026-05-02,5,118.58,23.72,0.124,28.0,2,mobile,False,0.523,0.246,0,Other,1
E002200,2026-05-09,6,496.96,82.83,0.25,21.0,5,desktop,True,0.553,0.23,2,FR,0
E002201,2026-05-05,12,433.49,36.12,0.148,25.0,3,mobile,True,0.12,0.06,1,DE,0
E002202,2026-05-07,6,163.85,27.31,0.28,23.0,6,tablet,True,0.477,0.086,1,US,1
E002203,2026-05-07,12,654.6,54.55,0.123,23.0,3,desktop,False,0.347,0.479,0,UK,0
E002204,2026-05-03,10,869.23,86.92,0.189,27.0,1,mobile,False,0.731,0.519,0,DE,0
E002205,2026-05-09,12,275.84,22.99,0.086,21.0,5,mobile,True,0.694,0.234,1,US,1
E002206,2026-05-01,13,2838.89,218.38,0.178,29.0,5,desktop,False,0.323,0.075,2,US,0
E002207,2026-05-01,8,1252.6,156.57,0.037,29.0,3,desktop,False,,0.488,1,Other,0
E002208,2026-04-18,7,306.6,43.8,0.317,42.0,2,mobile,True,0.437,0.125,1,US,1
E002209,2026-04-29,5,311.21,62.24,0.028,,3,mobile,False,0.351,0.274,1,US,0
E002210,2026-05-04,8,453.81,56.73,0.381,26.0,3,mobile,False,0.401,0.175,2,US,1
E002211,2026-05-04,5,233.97,46.79,0.03,26.0,4,tablet,False,0.592,0.232,1,FR,0
E002212,2026-04-28,3,223.22,74.41,0.218,32.0,2,mobile,False,0.781,0.582,0,UK,0
E002213,2026-05-11,7,194.2,27.74,0.06,19.0,4,desktop,True,0.62,0.206,0,IN,0
E002214,2026-05-10,9,970.27,107.81,0.093,20.0,3,mobile,False,0.547,0.253,3,UK,0
E002215,2026-05-01,10,352.23,35.22,0.213,29.0,2,tablet,False,0.391,0.302,3,US,1
E002216,2026-05-09,8,538.32,67.29,0.164,21.0,4,mobile,True,0.144,0.252,0,UK,1
E002217,2026-05-06,6,250.27,41.71,0.232,24.0,8,mobile,True,0.728,0.22,1,US,0
E002218,2026-05-03,10,280.81,28.08,0.027,27.0,4,tablet,False,0.44,0.147,1,IN,0
E002219,2026-05-07,7,141.77,20.25,0.086,23.0,5,tablet,False,0.442,0.16,0,US,0
E002220,2026-05-13,9,328.8,36.53,0.198,17.0,1,mobile,False,0.295,0.12,1,US,1
E002221,2026-04-22,4,154.13,38.53,0.128,38.0,2,mobile,True,0.298,0.551,1,UK,1
E002222,2026-05-08,13,1244.6,95.74,0.245,22.0,3,mobile,False,0.846,0.111,0,US,0
E002223,2026-05-14,4,118.52,29.63,0.254,16.0,4,mobile,False,0.386,0.643,1,DE,1
E002224,2026-04-30,10,919.04,91.9,0.181,30.0,9,mobile,True,0.67,0.413,0,UK,0
E002225,2026-05-11,3,49.89,16.63,0.057,19.0,3,desktop,True,0.355,0.615,1,Other,0
E002226,2026-05-10,14,412.6,29.47,0.018,20.0,4,mobile,False,0.363,0.054,0,US,0
E002227,2026-05-04,3,264.99,88.33,0.065,26.0,4,desktop,False,0.492,0.277,0,DE,1
E002228,2026-05-07,7,481.28,68.75,0.391,23.0,3,mobile,True,0.418,0.086,3,BR,1
E002229,2026-04-25,8,386.54,48.32,0.167,,4,mobile,False,0.476,0.223,1,US,0
E002230,2026-04-26,7,108.43,15.49,0.237,34.0,3,desktop,True,0.254,0.205,1,FR,0
E002231,2026-05-10,11,846.76,76.98,0.055,20.0,1,mobile,False,0.25,0.066,3,IN,1
E002232,2026-05-08,9,271.49,30.17,0.033,22.0,1,desktop,True,0.358,0.374,1,IN,0
E002233,2026-04-29,3,189.08,63.03,0.197,,2,mobile,False,0.438,0.176,4,Other,0
E002234,2026-05-11,7,246.22,35.17,0.211,19.0,3,tablet,False,0.252,0.451,3,BR,1
E002235,2026-05-03,9,328.5,36.5,,27.0,2,desktop,False,0.682,0.142,0,US,0
E002236,2026-05-01,8,258.88,32.36,0.155,29.0,3,desktop,False,0.249,0.68,1,Other,1
E002237,2026-05-05,10,1679.74,167.97,0.471,25.0,4,mobile,True,0.59,0.247,1,US,1
E002238,2026-05-07,8,245.47,30.68,0.414,23.0,3,mobile,True,0.669,0.135,1,DE,1
E002239,2026-05-09,6,123.62,20.6,0.302,21.0,5,mobile,True,0.576,0.212,1,BR,1
E002240,2026-04-30,10,624.23,62.42,0.102,30.0,6,mobile,False,0.342,0.128,1,IN,1
E002241,2026-05-06,12,137.2,11.43,0.077,24.0,2,mobile,False,0.325,0.299,1,Other,0
E002242,2026-04-25,7,166.75,23.82,0.092,35.0,4,mobile,True,0.268,0.178,2,US,1
E002243,2026-05-11,6,724.27,120.71,0.116,19.0,3,mobile,False,0.539,0.11,1,BR,0
E002244,2026-04-30,10,378.91,37.89,0.256,30.0,6,mobile,False,0.393,0.35,1,US,1
E002245,2026-04-30,7,226.82,32.4,0.05,30.0,7,mobile,False,,0.546,0,BR,1
E002246,2026-05-12,11,2044.29,185.84,0.38,18.0,4,mobile,True,0.553,0.12,0,BR,0
E002247,2026-04-26,15,687.76,45.85,0.026,34.0,5,mobile,False,0.16,0.223,0,US,0
E002248,2026-04-30,10,268.14,26.81,0.51,30.0,2,desktop,False,0.531,0.59,1,IN,1
E002249,2026-04-28,8,539.47,67.43,0.153,32.0,3,mobile,False,0.542,0.379,1,UK,1
E002250,2026-05-07,5,170.44,34.09,0.092,23.0,3,mobile,False,0.219,0.3,1,DE,0
E002251,2026-05-11,8,341.24,42.65,0.51,19.0,1,mobile,True,0.237,0.139,0,Other,0
E002252,2026-05-04,4,160.88,40.22,0.119,26.0,3,desktop,False,0.355,0.63,0,FR,0
E002253,2026-05-05,5,65.13,13.03,0.144,25.0,5,mobile,False,0.627,0.242,0,DE,0
E002254,2026-05-09,6,427.4,71.23,0.066,21.0,3,desktop,True,0.344,0.551,2,US,0
E002255,2026-04-30,6,1211.44,201.91,0.139,30.0,4,tablet,False,,0.054,1,US,1
E002256,2026-04-28,7,71.13,10.16,,32.0,4,mobile,False,0.424,0.324,1,US,0
E002257,2026-05-04,8,922.9,115.36,0.087,26.0,4,tablet,False,0.742,0.433,0,US,0
E002258,2026-05-10,9,349.46,38.83,0.02,20.0,4,desktop,True,0.569,0.114,2,US,0
E002259,2026-05-05,9,245.6,27.29,0.085,25.0,5,mobile,False,0.445,0.165,2,DE,1
E002260,2026-05-08,9,502.31,55.81,0.074,22.0,7,mobile,False,0.468,0.164,2,FR,1
E002261,2026-05-02,7,501.26,71.61,0.188,28.0,4,desktop,True,0.524,0.215,1,US,0
E002262,2026-05-07,12,611.48,50.96,0.233,23.0,4,tablet,True,0.738,0.616,1,DE,0
E002263,2026-05-12,4,100.82,25.21,0.094,18.0,2,mobile,True,0.376,0.497,0,Other,0
E002264,2026-04-28,8,288.01,36.0,0.026,32.0,5,mobile,False,0.366,0.336,0,US,0
E002265,2026-05-06,3,143.08,47.69,0.07,24.0,5,desktop,True,0.389,0.296,0,FR,0
E002266,2026-05-02,2,113.88,56.94,0.101,28.0,5,mobile,True,0.694,0.274,1,US,0
E002267,2026-05-08,13,1243.11,95.62,0.119,22.0,5,desktop,True,0.634,0.11,1,DE,0
E002268,2026-05-11,6,92.69,15.45,0.254,19.0,4,mobile,False,0.263,0.11,0,BR,1
E002269,2026-04-30,11,562.79,51.16,0.089,30.0,4,desktop,False,0.436,0.313,0,US,0
