client_id,activity_date,contract_type,monthly_charges,total_charges,tenure_months,calls_to_support,avg_call_duration_min,data_usage_gb,international_plan,has_technical_issues,payment_delay_count,competitor_offer_seen,region,churned
T002181,2026-05-18,One year,23.0,395.62,17,2,14.8,14.6,False,False,2,False,West,0
T002182,2026-05-18,Two year,37.63,957.58,27,3,4.1,42.99,False,False,2,False,East,0
T002183,2026-05-19,Two year,53.28,1423.58,27,4,6.3,8.78,False,False,1,False,North,1
T002184,2026-05-22,Month-to-month,39.55,1182.61,30,1,9.7,12.53,False,False,0,True,West,0
T002185,2026-05-18,Month-to-month,56.97,1281.66,22,3,7.1,3.42,False,False,1,False,West,0
T002186,2026-05-14,Month-to-month,74.89,1378.54,20,1,6.1,13.33,False,False,1,False,South,1
T002187,2026-05-20,Two year,102.58,2587.82,26,1,11.8,19.56,True,True,0,False,East,0
T002188,2026-05-16,One year,48.83,1330.08,27,0,,9.82,True,False,2,True,East,0
T002189,2026-05-22,Month-to-month,47.43,1394.7,30,2,9.3,10.17,True,True,0,False,North,1
T002190,2026-05-23,Two year,75.16,1988.82,28,1,6.3,4.8,True,False,2,False,North,1
T002191,2026-05-24,Month-to-month,62.44,,21,0,2.7,41.12,False,False,1,False,West,0
T002192,2026-05-20,One year,20.0,,27,3,12.6,2.86,False,False,1,False,Central,0
T002193,2026-05-21,One year,38.1,909.24,23,1,5.1,47.79,False,False,1,True,East,0
T002194,2026-05-21,Month-to-month,53.45,1101.87,21,1,2.5,6.48,False,False,1,False,East,0
T002195,2026-05-16,One year,87.25,2504.13,29,2,6.5,3.17,True,False,0,False,East,0
T002196,2026-05-22,Two year,97.2,2581.78,25,0,7.7,10.24,True,False,1,False,South,0
T002197,2026-05-18,Month-to-month,108.44606749094899,666.81,20,0,2.3,10.46,False,True,1,False,North,0
T002198,2026-05-22,Month-to-month,40.77,1126.92,26,3,6.2,13.26,False,True,3,False,South,1
T002199,2026-05-23,Month-to-month,89.74,2523.39,28,3,7.9,,True,True,3,True,Central,0
T002200,2026-05-22,One year,49.99,1030.28,20,3,2.8,42.5,False,False,1,True,West,0
T002201,2026-05-21,Month-to-month,74.56,1617.66,21,1,12.4,20.56,False,False,1,True,Central,0
T002202,2026-05-24,Two year,58.1,1245.82,20,1,2.8,12.95,False,False,1,True,North,0
T002203,2026-05-22,Two year,64.77,1319.9,23,5,10.6,9.59,False,True,0,False,East,0
T002204,2026-05-21,Month-to-month,51.38,1033.82,20,3,8.6,94.21,False,False,0,False,East,1
T002205,2026-05-18,Month-to-month,97.3,2956.07,29,6,18.2,9.58,False,False,2,False,North,1
T002206,2026-05-21,One year,20.0,1731.5495883919991,20,1,8.2,11.21,True,True,1,False,North,0
T002207,2026-05-16,One year,51.89,1065.05,21,0,2.4,8.85,False,False,1,False,West,0
T002208,2026-05-21,Month-to-month,94.5,1734.22,18,1,2.9,31.4,False,False,0,True,West,0
T002209,2026-05-19,Month-to-month,57.38,1487.32,25,6,6.7,13.02,False,False,1,False,East,1
T002210,2026-05-21,Month-to-month,60.29,1986.23,31,1,1.0,5.92,False,False,0,True,South,0
T002211,2026-05-19,Two year,92.35,3007.71,32,1,2.6,18.23,False,False,1,True,East,0
T002212,2026-05-19,Month-to-month,77.44,1804.03,23,8,10.5,20.64,False,False,0,True,North,1
T002213,2026-05-22,Two year,88.88,2367.17,27,2,16.7,7.3,False,True,1,True,North,0
T002214,2026-05-20,Month-to-month,99.4,9805.586937788867,31,2,7.6,19.1,False,True,0,False,East,1
T002215,2026-05-23,Two year,20.17,492.85,23,2,3.8,68.07,False,False,4,False,South,0
T002216,2026-05-20,Month-to-month,49.73,1726.68,33,1,12.1,42.45,False,True,2,False,Central,0
T002217,2026-05-19,Month-to-month,38.71,802.95,20,2,13.2,31.36,True,False,3,False,East,1
T002218,2026-05-19,Two year,73.09,1627.79,22,0,6.2,13.84,False,True,0,False,North,0
T002219,2026-05-23,Two year,94.53,2752.55,30,2,10.5,13.27,False,True,1,False,North,0
T002220,2026-05-22,Month-to-month,20.0,481.49,25,4,13.2,30.47,False,False,1,False,West,1
T002221,2026-05-18,Month-to-month,20.0,630.89,30,1,9.3,2.98,False,True,0,False,North,1
T002222,2026-05-15,Month-to-month,20.0,549.45,26,0,5.2,10.72,False,False,2,False,North,0
T002223,2026-05-23,Month-to-month,37.28,943.51,25,4,5.9,6.79,True,False,3,False,South,1
T002224,2026-05-19,Month-to-month,64.01,1814.12,28,2,3.1,7.35,False,False,0,False,South,1
T002225,2026-05-21,Two year,111.18,25661.494002408224,30,1,4.9,16.39,False,False,0,True,East,0
T002226,2026-05-23,Month-to-month,23.29,592.38,24,2,10.5,19.01,False,False,0,False,East,1
T002227,2026-05-17,One year,134.26,3622.89,26,2,7.1,6.36,False,False,0,False,North,1
T002228,2026-05-19,Month-to-month,78.12,,23,0,1.9,3.2,False,False,0,False,West,1
T002229,2026-05-18,Month-to-month,79.22,1624.64,20,3,9.4,29.09,False,True,1,True,South,1
T002230,2026-05-21,One year,83.77,1388.56,18,1,12.4,15.3,False,False,3,True,East,1
T002231,2026-05-15,Month-to-month,20.0,484.56,25,0,7.3,10.34,False,False,2,True,North,0
T002232,2026-05-22,One year,44.53,975.3,24,4,7.7,5.61,False,False,1,False,East,0
T002233,2026-05-18,Month-to-month,31.56,876.1,29,8,13.9,15.89,False,True,0,False,South,1
T002234,2026-05-18,Two year,,1960.55,25,2,12.7,,True,True,0,False,East,0
T002235,2026-05-22,One year,34.94,594.65,19,1,10.2,8.02,False,False,0,False,South,0
T002236,2026-05-15,Two year,55.63,1236.73,21,3,,24.65,False,True,0,True,Central,0
T002237,2026-05-23,Month-to-month,42.04,901.36,22,1,12.7,19.23,False,False,0,False,North,1
T002238,2026-05-15,Month-to-month,104.87,2682.53,26,4,7.5,17.52,False,False,0,False,Central,1
T002239,2026-05-23,Month-to-month,43.73,1213.48,29,1,9.6,27.6,False,False,1,True,Central,1
T002240,2026-05-23,Month-to-month,28.96,804.15,27,3,8.5,5.02,False,False,0,False,South,1
T002241,2026-05-22,Month-to-month,76.41,1960.46,24,1,15.9,25.22,False,False,0,False,South,0
T002242,2026-05-23,Month-to-month,60.09,1356.58,22,1,9.7,25.11,True,False,1,False,South,1
T002243,2026-05-20,Month-to-month,104.08,1906.11,18,1,9.4,31.52,False,False,2,False,Central,0
T002244,2026-05-19,Month-to-month,71.19,1732.39,27,2,15.5,16.5,False,False,0,True,East,0
T002245,2026-05-21,Month-to-month,70.19,1536.33,22,2,8.7,13.0,False,False,0,False,East,0
T002246,2026-05-22,Month-to-month,88.34,1641.6,18,1,6.7,19.65,False,False,1,False,North,0
T002247,2026-05-21,Month-to-month,,2329.84,29,4,1.0,30.05,False,True,1,False,West,1
T002248,2026-05-22,One year,85.76,2032.28,23,2,6.3,12.61,False,False,1,False,North,0
T002249,2026-05-21,Month-to-month,83.24,2022.57,22,2,8.8,,True,False,2,False,North,0
T002250,2026-05-21,Month-to-month,52.16,1608.42,32,1,11.9,0.92,False,False,1,True,South,1
T002251,2026-05-19,Month-to-month,25.97,500.57,20,2,8.0,3.07,False,False,1,True,East,1
T002252,2026-05-16,One year,56.69,1560.07,27,2,4.5,27.43,False,True,0,True,Central,1
T002253,2026-05-24,Month-to-month,20.0,510.66,24,1,9.6,16.09,False,False,3,True,West,1
T002254,2026-05-15,One year,,1325.73,31,3,1.0,17.28,False,False,0,False,North,0
T002255,2026-05-25,Two year,50.16,1351.7,30,0,13.2,8.53,False,True,1,True,South,0
T002256,2026-05-18,Month-to-month,100.95,2842.18,28,1,13.7,3.09,False,True,0,False,West,0
T002257,2026-05-22,Two year,57.47,1746.06,29,2,,143.1749207281987,False,True,0,False,East,0
T002258,2026-05-16,One year,114.64,2278.84,19,0,4.6,21.72,True,True,2,True,North,0
T002259,2026-05-18,Month-to-month,76.17,16731.55281086369,29,2,9.4,33.33,False,False,0,False,South,0
T002260,2026-05-21,Month-to-month,20.0,776.68,39,5,15.0,2.33,False,False,2,True,East,1
T002261,2026-05-22,One year,96.45,1718.09,21,2,7.8,28.06,False,False,0,False,Central,0
T002262,2026-05-20,Two year,93.33,2367.41,23,1,9.6,26.22,True,False,2,False,East,0
T002263,2026-05-18,Month-to-month,20.0,556.53,27,2,9.0,19.26,False,False,3,True,North,0
T002264,2026-05-22,Month-to-month,83.83,2564.36,32,0,1.8,13.07,False,False,0,False,West,1
T002265,2026-05-20,One year,105.39,2177.4,21,1,6.6,7.3,False,False,0,False,South,0
T002266,2026-05-26,Month-to-month,20.0,364.69,18,1,5.0,19.17,False,False,0,False,Central,1
T002267,2026-05-17,One year,29.75,1005.16,33,2,8.9,8.62,False,False,0,False,South,0
T002268,2026-05-20,Month-to-month,90.59,2360.35,28,2,5.3,21.6,False,False,1,False,North,1
T002269,2026-05-21,One year,56.8,1565.62,29,5,8.1,8.47,False,False,0,True,South,1
T002270,2026-05-21,Two year,106.62,3715.84,34,0,7.8,9.96,False,False,0,False,South,0
T002271,2026-05-21,One year,90.72,2819.15,32,1,8.1,6.18,False,True,0,False,North,0
T002272,2026-05-23,One year,87.36,1830.52,23,2,12.3,11.96,False,False,2,False,East,0
T002273,2026-05-24,One year,,2435.26,26,3,9.5,12.56,False,False,0,False,West,1
T002274,2026-05-20,Two year,37.93,985.6,26,1,7.0,33.33,False,False,0,False,West,0
T002275,2026-05-24,Two year,53.21,1123.52,23,0,10.0,13.51,False,False,2,False,South,1
T002276,2026-05-19,Month-to-month,120.89,4184.75,32,1,5.8,1.29,True,False,1,False,North,0
T002277,2026-05-20,One year,52.0,1652.64,30,2,3.7,90.08,False,False,2,True,East,1
T002278,2026-05-20,Month-to-month,95.34,2592.39,26,1,12.3,7.64,False,False,0,False,South,0
T002279,2026-05-22,Two year,56.58,1875.48,33,2,5.4,3.24,False,False,0,True,North,1
T002280,2026-05-17,One year,39.53,741.69,20,1,4.0,29.06,False,True,0,False,Central,0
T002281,2026-05-18,Month-to-month,32.9,914.12,29,1,14.1,24.33,False,True,2,False,Central,0
T002282,2026-05-20,Month-to-month,79.11,2277.21,27,4,11.5,9.4,False,False,0,False,North,1
T002283,2026-05-18,Month-to-month,101.64,2440.24,25,2,7.3,4.6,True,False,2,False,West,0
T002284,2026-05-22,One year,77.2,1541.52,20,3,11.6,15.03,False,False,2,False,East,1
T002285,2026-05-14,Month-to-month,70.16,2143.42,31,2,6.1,8.86,False,True,1,True,South,0
T002286,2026-05-19,Month-to-month,28.08,696.52,25,0,9.9,12.64,False,False,1,False,East,0
T002287,2026-05-18,Two year,62.57,1243.45,20,1,8.2,12.89,True,False,1,False,North,0
T002288,2026-05-19,One year,67.95,1745.69,26,0,6.5,2.64,False,False,0,False,North,0
T002289,2026-05-19,Month-to-month,,671.25,19,2,9.0,7.75,False,False,1,False,Central,0
T002290,2026-05-23,Month-to-month,75.57,2453.95,33,3,3.5,8.43,True,False,0,False,East,1
T002291,2026-05-17,Two year,41.88,953.16,23,1,5.7,11.36,False,False,0,True,South,0
T002292,2026-05-21,One year,50.78,1451.35,30,3,1.0,12.42,False,True,1,False,South,1
T002293,2026-05-20,One year,85.76,1355.87,17,0,6.7,3.28,False,False,1,False,Central,0
T002294,2026-05-21,Month-to-month,110.53,3037.66,28,3,9.0,7.42,False,False,0,False,South,0
T002295,2026-05-22,Month-to-month,107.92,2270.34,22,4,2.2,9.83,False,False,0,False,Central,0
T002296,2026-05-19,Month-to-month,58.34,1628.12,28,2,9.5,10.02,False,False,2,True,Central,0
T002297,2026-05-18,One year,79.07,2020.95,27,2,1.0,28.08,False,False,1,False,South,1
T002298,2026-05-20,Month-to-month,81.66,2218.11,30,3,5.6,21.45,False,True,0,False,West,0
T002299,2026-05-21,Month-to-month,81.49,2535.02,29,3,7.6,100.0,False,False,3,True,East,1
T002300,2026-05-23,One year,66.48,1544.97,24,3,7.9,5.17,False,False,0,False,West,1
T002301,2026-05-22,Two year,101.56,2166.35,24,3,8.9,25.41,False,False,1,False,South,0
T002302,2026-05-23,One year,44.3,872.9,19,2,1.4,15.99,False,False,0,True,North,1
T002303,2026-05-23,Month-to-month,28.47,472.01,17,0,8.7,9.45,False,True,1,False,North,0
T002304,2026-05-19,Month-to-month,73.32,1899.94,26,0,10.7,16.14,False,True,1,False,East,1
T002305,2026-05-19,Month-to-month,53.37,1449.49,27,4,6.2,31.32,True,True,1,True,West,1
T002306,2026-05-27,Month-to-month,120.23,3018.3,24,3,7.0,9.67,False,False,3,True,West,1
T002307,2026-05-21,Month-to-month,48.77,1429.34,29,0,2.2,27.78,False,False,0,False,East,0
T002308,2026-05-26,Month-to-month,93.75,2515.93,29,2,11.4,15.5,False,True,0,False,North,0
T002309,2026-05-18,One year,,1871.69,26,2,2.9,12.98,False,False,2,False,North,1
T002310,2026-05-24,Two year,20.77,326.06,17,2,12.3,80.9,False,False,1,False,West,1
T002311,2026-05-14,Two year,80.55,1954.58,25,1,16.8,5.94,False,False,2,False,East,0
T002312,2026-05-18,Month-to-month,43.2,1446.92,33,3,6.0,21.35,False,False,0,False,West,1
T002313,2026-05-19,Month-to-month,134.84,3733.64,29,2,4.9,29.7,True,False,0,True,North,0
T002314,2026-05-22,Month-to-month,39.08,939.49,25,4,7.3,17.61,False,True,0,False,South,1
T002315,2026-05-24,Month-to-month,35.09,1110.94,33,1,12.0,9.78,False,False,2,True,Central,1
T002316,2026-05-18,Month-to-month,20.0,367.17,19,1,4.3,14.87,False,False,1,False,North,0
T002317,2026-05-22,Month-to-month,39.8,1188.17,29,1,1.0,4.1,False,True,1,True,North,0
T002318,2026-05-23,One year,84.56,1742.58,21,3,12.5,6.09,False,True,3,True,East,1
T002319,2026-05-14,Month-to-month,31.83,1171.11,35,4,8.1,24.25,False,False,1,False,East,0
T002320,2026-05-20,Two year,78.22,1743.94,23,2,7.1,7.8,False,False,1,True,Central,1
T002321,2026-05-22,Month-to-month,70.52,1406.88,20,5,8.2,5.12,False,False,2,False,Central,1
T002322,2026-05-21,Month-to-month,33.51,628.07,19,6,4.7,16.55,False,False,2,False,West,1
T002323,2026-05-13,Month-to-month,59.21,1436.1,24,6,7.2,8.27,False,False,0,False,North,1
T002324,2026-05-24,Month-to-month,34.53,671.24,19,4,9.0,18.23,False,False,1,True,East,1
T002325,2026-05-15,Month-to-month,88.55,2120.39,24,2,9.9,55.22,True,True,1,True,Central,0
T002326,2026-05-22,Two year,20.0,407.24,18,4,8.1,11.12,False,False,0,False,South,0
T002327,2026-05-21,Month-to-month,84.89,2459.44,27,2,1.0,8.66,False,False,1,False,Central,0
T002328,2026-05-24,Month-to-month,41.12,1116.65,28,4,6.7,5.31,False,True,0,True,East,1
T002329,2026-05-20,One year,66.28,1904.73,27,5,8.2,6.48,False,False,0,True,North,1
T002330,2026-05-19,Month-to-month,76.76,1788.23,22,2,8.5,8.79,False,False,1,False,East,0
T002331,2026-05-16,One year,67.01,1187.66,19,1,6.2,3.71,False,False,0,False,West,0
T002332,2026-05-17,Month-to-month,124.63,3115.54,28,2,15.8,26.49,True,False,2,False,North,1
T002333,2026-05-19,Two year,50.25,811.48,16,0,,9.55,False,False,1,True,South,0
T002334,2026-05-22,Month-to-month,21.72,624.9,29,1,9.7,18.96,False,True,1,False,West,1
T002335,2026-05-20,Month-to-month,127.97,1790.88,16,0,6.1,17.03,False,True,1,False,North,0
T002336,2026-05-21,One year,73.92,1263.05,17,3,9.8,18.04,True,False,1,False,South,1
T002337,2026-05-24,Two year,67.41,1416.99,21,4,2.0,,False,False,0,False,West,0
T002338,2026-05-21,Month-to-month,130.09,2897.0,23,1,14.0,24.56,False,False,0,True,West,1
T002339,2026-05-22,One year,23.64,662.48,26,1,9.3,26.63,False,False,0,False,East,0
T002340,2026-05-23,Month-to-month,60.43,1790.35,30,2,5.8,14.83,True,False,0,False,Central,1
T002341,2026-05-18,Month-to-month,30.4,1071.33,36,0,6.3,4.67,False,True,1,True,Central,0
T002342,2026-05-15,Month-to-month,59.72,1490.98,25,2,5.0,33.55,True,True,2,False,East,1
T002343,2026-05-11,One year,20.07,616.41,33,5,6.5,7.8,False,True,0,False,North,0
T002344,2026-05-23,Month-to-month,65.76,1441.23,23,1,7.9,27.07,False,False,1,False,West,1
T002345,2026-05-21,One year,63.6,1200.2,22,4,25.482394305352567,17.59,False,False,0,False,North,0
T002346,2026-05-21,Month-to-month,62.07,1137.47,18,1,10.9,5.95,False,False,1,False,West,1
T002347,2026-05-18,Two year,20.0,480.47,23,1,16.8,16.4,False,False,0,True,East,0
T002348,2026-05-21,Two year,86.19,1920.5,22,2,7.0,8.27,False,False,0,False,South,0
T002349,2026-05-20,Month-to-month,56.26,1475.85,26,3,1.0,8.01,True,False,1,True,East,1
T002350,2026-05-22,Month-to-month,142.05,4801.49,34,1,45.62209927843115,36.57,False,False,1,False,East,1
T002351,2026-05-20,Month-to-month,49.13,1529.65,29,2,7.5,4.58,False,False,2,False,Central,1
T002352,2026-05-19,Two year,44.19,1269.51,29,4,11.0,13.3,False,False,1,True,North,1
T002353,2026-05-21,Month-to-month,68.13,2344.5,33,2,32.53758363360816,26.64,False,False,0,False,Central,1
T002354,2026-05-20,Month-to-month,26.29,900.27,33,1,5.2,13.12,True,True,2,False,North,1
T002355,2026-05-15,Month-to-month,100.09,1952.89,21,3,,6.18,True,False,0,False,West,1
T002356,2026-05-23,One year,35.33,1201.62,33,2,2.8,19.37,False,False,1,False,Central,1
T002357,2026-05-25,Month-to-month,38.57,1271.8,35,1,1.0,8.18,False,False,1,False,South,0
T002358,2026-05-17,Month-to-month,88.68,2580.08,30,2,8.3,9.31,False,False,3,True,North,1
T002359,2026-05-23,Two year,71.36,1975.61,28,2,2.1,2.37,False,False,2,False,West,0
T002360,2026-05-20,Month-to-month,70.78,1651.38,22,1,6.7,26.99,False,False,1,False,West,0
T002361,2026-05-21,Two year,24.21,512.36,22,4,10.6,20.41,False,False,1,True,South,0
T002362,2026-05-22,Month-to-month,94.14,2673.94,28,2,4.3,,True,False,0,False,East,1
T002363,2026-05-22,Month-to-month,34.06,877.29,28,4,12.5,5.84,False,False,3,False,West,0
T002364,2026-05-22,Two year,20.0,395.41,20,1,5.0,5.01,False,False,0,True,North,0
T002365,2026-05-23,One year,76.09,2149.22,29,4,1.9,18.03,False,False,0,False,East,0
T002366,2026-05-23,One year,58.55,1739.47,28,2,6.3,14.19,False,False,0,False,South,0
T002367,2026-05-22,Month-to-month,57.82,1666.09,30,3,9.3,57.09,False,False,4,False,North,1
T002368,2026-05-24,Month-to-month,85.07,1956.19,25,3,11.1,20.24,False,True,1,False,West,0
T002369,2026-05-23,Month-to-month,55.41,,32,1,9.5,6.0,False,True,1,True,South,1
T002370,2026-05-21,Month-to-month,20.0,657.68,34,1,15.0,5.64,False,False,2,True,Central,0
T002371,2026-05-18,Month-to-month,54.81,1494.94,27,1,8.7,15.31,False,False,0,False,East,0
T002372,2026-05-19,Month-to-month,73.64,2429.05,31,0,5.8,,False,False,1,False,East,1
T002373,2026-05-22,Month-to-month,70.35,1449.7,21,1,7.7,30.07,False,False,0,False,South,0
T002374,2026-05-19,Month-to-month,59.63,1454.59,24,4,2.8,16.58,False,False,0,False,South,1
T002375,2026-05-24,Month-to-month,,3137.24,23,1,39.82540468536822,7.39,False,True,0,False,West,1
T002376,2026-05-17,Month-to-month,114.79,2936.46,25,2,2.4,8.63,False,False,1,False,West,0
T002377,2026-05-20,Two year,28.98,797.77,29,4,3.8,4.61,True,False,0,True,West,0
T002378,2026-05-23,One year,23.92,596.22,25,1,7.4,32.18,False,False,2,False,South,1
T002379,2026-05-27,Month-to-month,104.78,2300.53,21,2,4.2,12.75,True,False,2,True,South,1
T002380,2026-05-23,One year,96.96,1675.84,18,1,9.5,1.01,False,False,1,True,North,0
T002381,2026-05-22,Two year,109.39,2814.45,26,0,9.1,19.45,False,True,2,True,West,0
T002382,2026-05-17,Month-to-month,51.68,1182.37,23,2,,11.81,False,False,1,False,South,1
T002383,2026-05-25,Month-to-month,60.19,1334.88,24,1,,8.0,False,True,0,False,East,0
T002384,2026-05-15,Month-to-month,20.0,537.84,26,3,8.9,14.95,True,False,1,True,South,0
T002385,2026-05-22,Month-to-month,69.32,1747.73,26,1,7.7,14.81,False,False,0,False,South,0
T002386,2026-05-24,One year,45.84,1095.61,24,1,10.8,21.28,False,True,1,False,West,1
T002387,2026-05-21,Two year,41.58,984.03,23,5,8.0,16.97,False,True,2,False,East,1
T002388,2026-05-18,Month-to-month,92.71,2492.49,26,1,13.6,15.77,True,False,0,True,Central,1
T002389,2026-05-21,One year,60.32,1868.82,33,1,11.6,8.89,False,False,1,False,North,0
T002390,2026-05-21,Month-to-month,89.74,2651.93,29,4,6.9,26.12,False,False,0,False,East,1
T002391,2026-05-17,One year,61.76,1423.28,22,3,12.7,2.42,False,False,0,False,North,0
T002392,2026-05-23,One year,530.3402819034073,1651.23,21,1,,15.16,False,False,0,False,West,1
T002393,2026-05-26,Month-to-month,25.62,,23,2,16.5,4.92,False,False,0,True,East,1
T002394,2026-05-19,Month-to-month,35.39,1117.89,31,2,12.5,10.05,False,False,0,False,South,0
T002395,2026-05-16,One year,78.6,2090.6,26,3,3.7,19.13,False,True,1,False,West,0
T002396,2026-05-22,Two year,115.77,4220.52,35,3,4.2,9.16,False,False,0,False,South,0
T002397,2026-05-26,Month-to-month,78.99,1959.74,26,0,3.8,10.21,False,False,0,True,North,0
T002398,2026-05-25,Month-to-month,65.46,1369.98,22,4,12.0,23.52,False,False,1,False,East,1
T002399,2026-05-23,Month-to-month,110.07,2442.4,21,2,18.2,4.41,False,True,0,False,North,1
T002400,2026-05-20,One year,58.46,1609.37,28,3,9.5,22.23,False,False,2,False,Central,0
T002401,2026-05-15,One year,41.1,1294.49,34,2,8.2,10.34,False,False,0,False,West,0
T002402,2026-05-21,One year,65.21,1486.23,23,2,10.0,36.16,True,False,0,False,West,0
T002403,2026-05-18,One year,76.18,1514.21,20,1,10.3,6.42,True,False,2,False,Central,0
T002404,2026-05-14,Two year,27.01,874.34,32,2,13.1,18.78,False,False,3,False,West,0
T002405,2026-05-20,Two year,68.87,1484.93,22,3,5.7,17.42,False,True,2,True,South,1
T002406,2026-05-21,Month-to-month,20.0,803.77,37,2,9.8,2.83,False,True,2,True,North,1
T002407,2026-05-22,One year,55.98,1175.64,22,3,11.3,15.5,False,False,1,True,South,1
T002408,2026-05-23,Month-to-month,60.3,1305.76,24,3,9.0,20.19,True,False,2,True,Central,1
T002409,2026-05-22,Month-to-month,64.03,10864.570105449991,29,4,1.7,8.06,False,False,0,False,Central,1
T002410,2026-05-18,Two year,20.0,461.98,24,3,1.0,35.43,False,False,0,True,West,0
T002411,2026-05-21,One year,68.02,1530.83,22,3,,4.42,False,False,0,False,North,0
T002412,2026-05-18,Two year,91.22,2255.3,25,2,12.4,4.71,False,True,0,False,North,0
T002413,2026-05-14,Month-to-month,107.24,2507.39,23,1,14.3,7.49,False,False,0,False,Central,0
T002414,2026-05-23,Month-to-month,108.59,3460.31,33,2,3.6,6.23,True,False,1,True,North,1
T002415,2026-05-18,Month-to-month,65.76,1207.06,18,0,11.3,15.75,False,False,1,False,East,0
T002416,2026-05-19,Month-to-month,139.36,4102.34,32,2,1.0,22.1,False,False,1,True,South,1
T002417,2026-05-18,Month-to-month,42.2,934.89,22,0,5.5,4.59,False,False,0,False,South,0
T002418,2026-05-25,Month-to-month,43.15,1243.11,28,0,9.5,7.98,True,False,1,False,West,1
T002419,2026-05-19,Month-to-month,65.54,1373.99,22,4,,9.28,False,False,1,True,Central,1
T002420,2026-05-23,Two year,89.82,3015.48,31,0,5.3,17.02,False,False,0,True,West,0
T002421,2026-05-23,Month-to-month,84.3,1755.04,23,2,7.6,,False,False,0,False,East,0
T002422,2026-05-19,Month-to-month,20.0,475.65,23,1,7.7,4.24,False,False,0,False,South,0
T002423,2026-05-22,One year,36.07,1163.75,31,2,2.7,11.94,False,False,0,False,Central,1
T002424,2026-05-15,Month-to-month,88.02,2775.74,33,0,12.2,14.85,False,False,2,True,East,1
T002425,2026-05-16,Two year,38.34,855.94,22,1,8.8,23.78,False,False,1,True,East,0
T002426,2026-05-19,One year,61.14,1227.35,21,3,4.8,86.8,False,False,1,False,West,0
T002427,2026-05-21,Month-to-month,75.77,2073.6,27,0,7.7,7.33,False,False,1,False,North,0
T002428,2026-05-17,One year,79.51,2120.47,27,1,12.4,6.52,False,True,1,False,North,0
T002429,2026-05-21,One year,90.82,1632.99,18,1,4.8,17.49,False,False,1,False,Central,1
T002430,2026-05-23,One year,103.13,3499.99,35,3,3.4,13.87,False,False,1,False,East,0
T002431,2026-05-22,Two year,83.98,1954.75,24,4,3.6,27.74,False,False,0,False,North,0
T002432,2026-05-16,One year,28.18,541.08,20,2,17.6,8.88,False,False,1,False,South,0
T002433,2026-05-21,One year,82.59,1873.33,22,2,11.6,6.27,False,False,1,True,Central,0
T002434,2026-05-17,Month-to-month,97.45,2214.83,21,2,4.1,22.71,False,False,0,True,East,0
T002435,2026-05-24,One year,78.6,2011.68,23,1,8.4,12.88,False,False,2,True,East,0
T002436,2026-05-17,Two year,103.69,1843.2,17,7,9.0,28.51,False,True,0,True,North,1
T002437,2026-05-16,One year,72.13,2376.91,33,2,,12.66,True,False,0,False,Central,0
T002438,2026-05-24,One year,61.19,1540.18,24,4,32.818939037219735,13.69,False,False,0,False,Central,1
T002439,2026-05-20,Month-to-month,283.9942728457426,845.09,21,1,2.4,3.29,True,True,1,False,East,0
T002440,2026-05-21,One year,126.03,3959.57,32,0,5.1,6.6,False,False,1,False,South,0
T002441,2026-05-22,Two year,33.64,701.57,19,3,5.9,23.74,False,False,0,False,West,0
T002442,2026-05-17,Month-to-month,64.86,1835.09,27,1,11.3,66.17,False,False,1,False,West,0
T002443,2026-05-22,Month-to-month,54.31,1306.14,25,1,8.7,39.46,False,False,1,False,West,1
T002444,2026-05-15,Month-to-month,24.97,732.36,28,0,10.2,49.06,True,False,0,True,Central,1
T002445,2026-05-15,Month-to-month,91.65,2449.59,26,3,3.5,73.12430388433846,False,False,0,False,East,1
T002446,2026-05-18,One year,79.97,1675.55,22,1,7.0,17.66,False,False,0,False,South,0
T002447,2026-05-20,Month-to-month,72.32,1740.92,24,1,12.2,16.03,False,False,0,True,East,0
T002448,2026-05-21,Month-to-month,46.18,1472.51,32,2,2.9,8.17,False,False,1,False,West,1
T002449,2026-05-20,One year,81.9,1994.02,28,0,14.8,12.59,False,False,0,True,South,0
T002450,2026-05-19,One year,57.17,955.86,18,7,8.5,14.92,True,False,1,False,North,1
T002451,2026-05-22,One year,79.43,1255.78,15,2,,6.19,False,False,1,True,West,1
T002452,2026-05-23,One year,,2083.01,20,1,1.0,17.16,False,False,0,False,South,0
T002453,2026-05-19,One year,20.0,473.38,23,1,10.9,18.19,False,True,1,False,West,0
T002454,2026-05-18,One year,95.06,1819.2,18,3,4.5,6.32,False,False,0,True,North,1
T002455,2026-05-14,One year,136.2,4028.74,33,3,8.3,6.16,False,False,1,True,South,0
T002456,2026-05-20,Month-to-month,116.63,4284.27,34,0,3.2,11.83,False,True,1,False,South,0
T002457,2026-05-15,One year,88.19,2535.35,29,2,12.0,61.40951674566954,False,True,0,False,West,0
T002458,2026-05-21,Month-to-month,101.7,2591.63,25,2,3.8,38.826373568317756,False,True,1,False,West,1
T002459,2026-05-21,Month-to-month,39.51,1256.82,29,3,9.9,37.62,False,False,0,False,South,0
T002460,2026-05-20,Month-to-month,72.21,1740.82,23,2,9.5,100.0,False,False,1,True,East,0
T002461,2026-05-22,Two year,60.5,1499.02,25,2,9.1,100.0,False,False,0,True,North,1
T002462,2026-05-21,One year,,645.1,13,1,7.3,8.84,True,False,2,False,West,1
