client_id,activity_date,subscription_tier,monthly_fee,days_since_last_login,avg_session_duration_min,support_tickets_last_30d,feature_adoption_count,login_frequency_trend,nps_score,contract_length_months,has_dedicated_manager,industry,country,churned
S001044,2026-05-11,Premium,265.0,19.0,24.5,0,5,increasing,3.0,19,True,Education,US,0
S001045,2026-05-21,Basic,512.8715537141825,9.0,44.7,2,3,stable,1.0,1,False,Finance,DE,0
S001046,2026-05-15,Basic,58.0,15.0,21.0,1,5,increasing,5.0,2,True,Finance,CA,1
S001047,2026-05-17,Basic,35.0,13.0,25.4,2,6,stable,0.0,23,True,Finance,AU,0
S001048,2026-05-10,Premium,234.0,,36.3,1,6,stable,2.0,15,True,Tech,US,0
S001049,2026-05-12,Enterprise,873.0,18.0,11.8,0,4,declining,4.0,30,True,Tech,US,0
S001050,2026-05-16,Basic,73.0,,23.8,1,6,declining,0.0,4,False,Finance,US,1
S001051,2026-05-11,Premium,101.0,19.0,35.9,1,7,declining,9.0,5,True,Finance,US,1
S001052,2026-05-14,Basic,76.0,16.0,22.4,2,8,increasing,4.0,5,True,Finance,US,0
S001053,2026-05-19,Basic,50.0,11.0,19.2,1,5,stable,4.0,32,False,Manufacturing,AU,0
S001054,2026-05-04,Basic,59.0,26.0,268.66249107218874,2,6,increasing,,25,False,Tech,US,1
S001055,2026-05-18,Basic,32.0,12.0,41.8,1,3,declining,8.0,17,False,Tech,US,1
S001056,2026-05-15,Premium,135.0,15.0,43.7,2,3,increasing,4.0,20,True,Tech,FR,1
S001057,2026-05-13,Enterprise,654.0,17.0,16.9,0,2,stable,2.0,11,False,Tech,US,0
S001058,2026-05-18,Basic,64.0,12.0,18.0,2,5,stable,9.0,16,False,Healthcare,US,1
S001059,2026-05-09,Premium,125.0,21.0,19.3,4,1,increasing,4.0,12,False,Retail,Other,1
S001060,2026-05-10,Premium,232.0,20.0,33.6,3,5,stable,0.0,28,False,Manufacturing,US,1
S001061,2026-05-09,Enterprise,327.0,21.0,10.6,0,6,stable,4.0,28,True,Healthcare,US,0
S001062,2026-05-12,Premium,154.0,18.0,11.3,0,3,stable,5.0,21,True,Finance,UK,0
S001063,2026-05-17,Basic,37.0,13.0,16.4,2,1,increasing,,9,False,Tech,US,1
S001064,2026-05-21,Premium,293.0,9.0,13.7,1,2,stable,3.0,10,False,Finance,US,0
S001065,2026-05-15,Basic,36.0,15.0,35.6,1,7,declining,8.0,14,True,Tech,US,0
S001066,2026-05-17,Enterprise,571.0,13.0,34.8,1,3,stable,4.0,24,False,Manufacturing,US,0
S001067,2026-05-15,Basic,92.0,15.0,19.2,0,3,stable,5.0,32,False,Finance,AU,1
S001068,2026-05-19,Premium,281.0,11.0,22.7,0,5,stable,7.0,11,False,Tech,US,0
S001069,2026-05-08,Basic,91.0,22.0,1.0,2,2,increasing,8.0,29,False,Tech,US,1
S001070,2026-05-20,Basic,83.0,10.0,19.5,1,5,stable,3.0,4,True,Tech,US,0
S001071,2026-05-19,Enterprise,848.0,11.0,39.9,0,7,increasing,0.0,5,False,Manufacturing,Other,0
S001072,2026-05-11,Premium,100.0,19.0,18.9,2,4,stable,1.0,35,False,Tech,US,0
S001073,2026-05-17,Basic,70.0,13.0,11.9,1,1,declining,6.0,12,False,Tech,AU,0
S001074,2026-05-19,Enterprise,654.0,,41.5,0,5,stable,0.0,31,True,Tech,US,0
S001075,2026-05-21,Enterprise,779.0,9.0,,2,9,stable,5.0,13,True,Retail,Other,0
S001076,2026-05-12,Basic,31.0,18.0,43.6,1,3,increasing,3.0,20,False,Finance,US,0
S001077,2026-05-12,Premium,173.0,18.0,59.7,1,6,stable,3.0,1,True,Healthcare,US,0
S001078,2026-05-16,Basic,70.0,14.0,23.7,1,7,stable,7.0,4,False,Finance,UK,1
S001079,2026-05-09,Premium,229.0,21.0,39.9,2,0,declining,6.0,35,False,Tech,US,1
S001080,2026-05-16,Basic,94.0,14.0,5.0,1,3,stable,5.0,16,False,Manufacturing,FR,1
S001081,2026-05-20,Basic,68.0,10.0,4.4,3,9,increasing,0.0,28,False,Tech,DE,0
S001082,2026-05-14,Enterprise,338.0,16.0,15.4,4,5,declining,10.0,21,False,Tech,DE,1
S001083,2026-05-18,Enterprise,324.0,12.0,34.9,0,10,declining,10.0,25,True,Healthcare,US,0
S001084,2026-05-15,Premium,284.0,15.0,25.0,1,0,stable,2.0,12,False,Tech,DE,0
S001085,2026-05-17,Enterprise,502.0,13.0,22.8,0,3,stable,7.0,35,True,Tech,US,0
S001086,2026-05-17,Premium,212.0,13.0,9.5,3,4,stable,10.0,7,False,Retail,Other,1
S001087,2026-05-10,Premium,172.0,20.0,23.5,0,6,stable,6.0,27,True,Finance,FR,1
S001088,2026-05-09,Premium,154.0,21.0,17.3,2,5,stable,9.0,19,True,Tech,UK,1
S001089,2026-05-14,Basic,88.0,16.0,13.9,2,6,stable,2.0,20,True,Tech,CA,0
S001090,2026-05-18,Basic,85.0,12.0,12.9,1,5,increasing,8.0,32,True,Retail,UK,0
S001091,2026-05-12,Basic,81.0,18.0,27.3,1,4,increasing,,1,True,Tech,UK,1
S001092,2026-05-10,Premium,124.0,20.0,16.4,2,4,stable,7.0,12,False,Tech,US,1
S001093,2026-05-19,Basic,57.0,11.0,24.9,1,4,stable,2.0,29,False,Healthcare,DE,0
S001094,2026-05-10,Basic,67.0,20.0,3.8,1,2,declining,0.0,32,False,Healthcare,US,0
S001095,2026-05-17,Premium,286.0,13.0,31.0,1,7,declining,0.0,34,True,Education,US,0
S001096,2026-05-26,Basic,296.0776867880998,4.0,27.9,0,7,stable,,14,True,Finance,CA,0
S001097,2026-05-13,Basic,93.0,17.0,22.2,1,8,increasing,10.0,15,False,Tech,US,1
S001098,2026-05-23,Premium,224.0,7.0,26.9,1,3,increasing,2.0,11,False,Finance,DE,1
S001099,2026-05-16,Enterprise,649.0,14.0,36.2,0,3,increasing,0.0,14,False,Healthcare,US,0
S001100,2026-05-12,Basic,78.0,18.0,7.6,2,2,stable,3.0,32,False,Tech,US,1
S001101,2026-05-11,Basic,84.0,19.0,25.8,1,2,stable,9.0,13,False,Healthcare,CA,0
S001102,2026-05-19,Basic,,11.0,9.3,1,3,declining,2.0,4,True,Tech,US,0
S001103,2026-05-16,Premium,270.0,14.0,26.1,0,3,increasing,4.0,36,False,Manufacturing,DE,1
S001104,2026-05-13,Premium,152.0,17.0,21.9,1,4,increasing,4.0,28,False,Manufacturing,DE,1
S001105,2026-05-17,Basic,58.0,13.0,24.7,3,8,increasing,,5,False,Finance,CA,0
S001106,2026-05-12,Premium,297.0,18.0,35.2,2,6,stable,2.0,18,True,Education,US,0
S001107,2026-05-20,Basic,88.0,10.0,34.8,2,1,increasing,9.0,28,True,Education,FR,1
S001108,2026-05-21,Basic,74.0,9.0,38.0,1,3,declining,9.0,3,False,Tech,UK,1
S001109,2026-05-13,Enterprise,959.0,17.0,20.2,2,5,stable,0.0,9,True,Finance,US,0
S001110,2026-05-12,Basic,76.0,18.0,33.4,0,1,declining,7.0,25,False,Healthcare,US,1
S001111,2026-05-20,Basic,57.0,10.0,31.1,4,4,declining,1.0,28,True,Tech,US,0
S001112,2026-05-12,Basic,69.0,18.0,20.5,0,5,stable,7.0,14,False,Finance,UK,0
S001113,2026-05-07,Premium,150.0,23.0,26.4,3,3,declining,0.0,2,False,Tech,US,1
S001114,2026-05-17,Enterprise,330.0,13.0,23.4,4,1,stable,8.0,28,False,Education,US,1
S001115,2026-05-14,Enterprise,768.0,16.0,41.7,2,2,increasing,0.0,27,False,Finance,DE,0
S001116,2026-05-20,Basic,46.0,10.0,34.7,3,5,increasing,3.0,19,False,Retail,UK,0
S001117,2026-05-08,Basic,43.0,22.0,21.0,1,4,declining,7.0,10,False,Finance,US,0
S001118,2026-05-13,Premium,272.0,17.0,20.1,0,3,stable,6.0,29,False,Tech,US,1
S001119,2026-05-18,Basic,76.0,12.0,36.5,0,3,stable,1.0,26,False,Manufacturing,US,0
S001120,2026-05-20,Enterprise,530.0,10.0,41.1,1,8,increasing,7.0,1,False,Tech,DE,0
S001121,2026-05-09,Premium,139.0,21.0,28.8,2,2,increasing,10.0,30,False,Tech,AU,0
S001122,2026-05-06,Basic,33.0,24.0,32.9,5,2,stable,6.0,18,False,Finance,UK,0
S001123,2026-05-21,Premium,298.0,55.97405673998068,40.6,2,4,stable,0.0,25,False,Healthcare,DE,1
S001124,2026-05-09,Basic,92.0,21.0,22.9,0,3,declining,6.0,19,False,Tech,US,0
S001125,2026-05-11,Basic,32.0,19.0,26.0,1,4,stable,0.0,4,True,Tech,Other,1
S001126,2026-05-15,Premium,272.0,15.0,30.8,1,3,stable,0.0,31,True,Tech,US,0
S001127,2026-05-15,Premium,267.0,15.0,19.9,1,4,declining,1.0,32,True,Tech,US,1
S001128,2026-05-19,Premium,178.0,11.0,45.4,3,1,stable,5.0,31,False,Tech,US,1
S001129,2026-05-12,Premium,139.0,18.0,19.7,2,6,increasing,,20,False,Finance,US,0
S001130,2026-05-17,Enterprise,880.0,13.0,25.7,1,7,declining,6.0,18,False,Tech,FR,0
S001131,2026-05-13,Enterprise,843.0,17.0,48.0,1,1,increasing,2.0,9,False,Tech,US,1
S001132,2026-05-12,Premium,244.0,18.0,2.7,2,4,stable,1.0,10,True,Healthcare,US,0
S001133,2026-05-19,Basic,65.0,11.0,27.6,5,4,declining,7.0,6,False,Retail,US,1
S001134,2026-05-16,Premium,135.0,14.0,17.1,0,2,increasing,2.0,16,False,Tech,Other,1
S001135,2026-05-16,Enterprise,429.0,14.0,25.0,1,3,stable,1.0,24,False,Tech,FR,0
S001136,2026-05-11,Basic,65.0,19.0,10.5,3,1,stable,6.0,27,False,Tech,Other,1
S001137,2026-05-21,Basic,79.0,9.0,20.5,1,2,stable,6.0,15,False,Education,CA,0
S001138,2026-05-22,Basic,54.0,8.0,25.3,4,1,increasing,1.0,3,False,Tech,AU,1
S001139,2026-05-15,Basic,53.0,15.0,27.9,2,10,declining,5.0,33,False,Tech,UK,0
S001140,2026-05-22,Premium,152.0,8.0,35.7,1,3,increasing,5.0,36,True,Finance,US,0
S001141,2026-05-13,Basic,75.0,17.0,1.0,0,5,increasing,2.0,26,False,Tech,US,1
S001142,2026-05-14,Premium,242.0,16.0,23.5,2,3,increasing,2.0,23,False,Tech,US,1
S001143,2026-05-12,Premium,232.0,18.0,22.9,1,4,increasing,10.0,33,False,Tech,DE,0
S001144,2026-05-20,Premium,290.0,10.0,24.2,1,7,stable,1.0,16,False,Healthcare,US,1
S001145,2026-05-16,Basic,90.0,14.0,25.4,0,5,increasing,10.0,19,True,Healthcare,US,0
S001146,2026-05-16,Basic,48.0,14.0,15.0,2,3,declining,8.0,22,False,Healthcare,DE,1
S001147,2026-05-16,Premium,107.0,14.0,6.4,2,8,declining,0.0,19,False,Retail,US,1
S001148,2026-05-16,Premium,983.7551696061008,14.0,27.6,1,3,stable,8.0,33,False,Tech,US,1
S001149,2026-05-17,Basic,64.0,13.0,13.1,0,5,increasing,4.0,9,False,Manufacturing,US,0
S001150,2026-05-14,Enterprise,550.0,16.0,29.8,1,5,declining,3.0,15,False,Retail,DE,0
S001151,2026-05-16,Basic,59.0,14.0,13.8,0,3,increasing,6.0,35,False,Retail,US,0
S001152,2026-05-10,Enterprise,318.0,20.0,33.3,1,2,declining,3.0,9,False,Retail,US,0
S001153,2026-05-11,Basic,69.0,19.0,24.3,3,7,stable,5.0,23,False,Finance,US,1
S001154,2026-05-15,Basic,98.0,15.0,25.2,1,7,stable,4.0,25,False,Tech,FR,1
S001155,2026-05-16,Premium,271.0,14.0,22.0,0,4,stable,6.0,31,False,Finance,US,0
S001156,2026-05-17,Basic,32.0,13.0,20.1,0,2,stable,2.0,2,False,Tech,US,0
S001157,2026-05-15,Basic,32.0,15.0,22.2,0,4,stable,9.0,19,False,Finance,AU,0
S001158,2026-05-20,Basic,69.0,10.0,39.2,2,3,increasing,6.0,14,True,Tech,AU,0
S001159,2026-05-13,Basic,47.0,17.0,6.6,1,4,stable,8.0,17,True,Tech,US,0
S001160,2026-05-17,Premium,296.0,,17.2,3,5,declining,10.0,8,False,Education,US,1
S001161,2026-05-18,Basic,95.0,12.0,37.7,3,3,stable,7.0,12,False,Healthcare,US,0
S001162,2026-05-21,Premium,277.0,9.0,34.8,1,2,stable,8.0,28,False,Healthcare,DE,0
S001163,2026-05-22,Premium,247.0,8.0,41.1,1,9,increasing,10.0,34,True,Tech,US,0
S001164,2026-05-14,Basic,43.0,16.0,24.3,3,2,increasing,3.0,31,False,Healthcare,Other,0
S001165,2026-05-15,Basic,60.0,15.0,9.2,4,1,increasing,8.0,27,False,Manufacturing,CA,1
S001166,2026-05-11,Enterprise,398.0,19.0,11.7,2,3,declining,3.0,29,False,Healthcare,UK,0
S001167,2026-05-18,Premium,220.0,12.0,21.4,0,4,stable,1.0,27,True,Healthcare,US,0
S001168,2026-05-22,Premium,236.0,8.0,34.1,3,2,stable,2.0,4,False,Finance,AU,0
S001169,2026-05-16,Premium,115.0,,21.9,1,5,stable,8.0,23,True,Tech,FR,1
S001170,2026-05-11,Basic,85.0,19.0,21.0,2,4,increasing,7.0,6,False,Healthcare,FR,0
S001171,2026-05-18,Basic,31.0,12.0,29.8,2,5,stable,8.0,14,True,Education,US,0
S001172,2026-05-19,Premium,132.0,11.0,25.3,1,5,declining,3.0,34,False,Finance,DE,1
S001173,2026-05-09,Basic,69.0,21.0,19.7,1,6,stable,9.0,33,False,Finance,CA,1
S001174,2026-05-20,Premium,144.0,10.0,13.0,0,2,stable,9.0,23,True,Finance,Other,0
S001175,2026-05-07,Premium,163.0,23.0,36.4,0,3,stable,0.0,26,False,Finance,UK,0
S001176,2026-05-17,Premium,276.0,13.0,37.6,2,1,increasing,7.0,10,False,Education,UK,1
S001177,2026-05-21,Basic,65.0,9.0,12.3,0,2,stable,10.0,28,False,Retail,US,0
S001178,2026-05-16,Basic,38.0,14.0,20.2,3,3,increasing,3.0,22,False,Finance,DE,1
S001179,2026-05-20,Basic,75.0,10.0,33.0,2,7,stable,8.0,19,False,Finance,Other,0
S001180,2026-05-12,Basic,84.0,18.0,11.3,0,4,increasing,4.0,27,False,Finance,UK,0
S001181,2026-05-17,Premium,276.0,13.0,29.4,2,4,stable,9.0,34,False,Tech,US,0
S001182,2026-05-12,Basic,66.0,18.0,21.1,0,4,increasing,1.0,25,False,Finance,US,0
S001183,2026-05-14,Basic,74.0,16.0,10.4,2,4,declining,8.0,16,True,Retail,DE,1
S001184,2026-05-16,Basic,29.0,14.0,46.3,1,7,increasing,5.0,14,True,Healthcare,CA,1
S001185,2026-05-16,Basic,79.0,14.0,20.9,1,2,stable,10.0,10,True,Tech,US,0
S001186,2026-05-15,Premium,168.0,15.0,31.3,2,3,stable,10.0,23,False,Retail,US,0
S001187,2026-05-11,Basic,50.0,19.0,11.5,2,5,increasing,8.0,14,False,Retail,Other,0
S001188,2026-05-10,Enterprise,994.0,20.0,43.6,2,3,declining,7.0,4,True,Tech,UK,0
S001189,2026-05-13,Basic,76.0,17.0,48.4,4,3,increasing,3.0,21,False,Healthcare,US,0
S001190,2026-05-19,Premium,181.0,11.0,7.0,1,6,stable,5.0,33,False,Healthcare,US,0
S001191,2026-05-18,Basic,83.0,12.0,23.0,2,2,declining,,1,False,Manufacturing,US,0
S001192,2026-05-22,Basic,31.0,8.0,40.9,3,4,stable,,29,False,Tech,US,1
S001193,2026-05-15,Enterprise,646.0,15.0,19.4,1,3,stable,9.0,31,True,Tech,DE,0
S001194,2026-05-24,Enterprise,942.0,6.0,29.9,0,2,declining,6.0,32,False,Finance,UK,0
S001195,2026-05-09,Enterprise,710.0,21.0,4.8,0,1,stable,5.0,4,True,Tech,DE,0
S001196,2026-05-19,Basic,53.0,11.0,15.5,2,3,stable,9.0,10,False,Finance,DE,1
S001197,2026-05-18,Basic,33.0,12.0,28.7,0,6,stable,1.0,29,False,Retail,US,0
S001198,2026-05-18,Premium,255.0,12.0,17.9,2,6,increasing,4.0,9,False,Tech,US,0
S001199,2026-05-15,Basic,67.0,15.0,20.7,4,5,stable,0.0,36,False,Finance,US,1
S001200,2026-05-15,Premium,183.0,15.0,6.8,0,2,stable,6.0,21,False,Education,US,0
S001201,2026-05-18,Premium,110.0,12.0,32.8,0,4,increasing,10.0,13,False,Finance,FR,0
S001202,2026-05-18,Premium,176.0,,8.9,2,7,declining,10.0,14,True,Finance,US,1
S001203,2026-05-22,Premium,285.0,,43.5,0,4,stable,8.0,16,True,Healthcare,DE,1
S001204,2026-05-16,Premium,229.0,14.0,16.8,1,4,increasing,6.0,8,False,Tech,US,1
S001205,2026-05-20,Basic,85.0,10.0,34.6,1,2,stable,0.0,13,False,Tech,US,0
S001206,2026-05-14,Basic,76.0,16.0,33.4,1,9,stable,7.0,29,False,Healthcare,US,1
S001207,2026-05-17,Premium,162.0,13.0,13.2,2,4,increasing,4.0,3,True,Finance,UK,0
S001208,2026-05-12,Basic,30.0,18.0,18.1,0,3,increasing,9.0,4,False,Tech,DE,1
S001209,2026-05-20,Basic,69.0,10.0,19.5,2,6,declining,10.0,15,False,Tech,CA,0
S001210,2026-05-17,Basic,67.0,13.0,20.3,0,6,stable,5.0,1,False,Manufacturing,US,0
S001211,2026-05-17,Premium,298.0,13.0,9.4,2,7,stable,10.0,16,False,Tech,DE,0
S001212,2026-05-16,Premium,229.0,14.0,31.4,0,1,declining,0.0,30,True,Retail,FR,1
S001213,2026-05-18,Premium,162.0,12.0,16.7,1,4,increasing,8.0,20,True,Finance,US,0
S001214,2026-05-11,Basic,45.0,19.0,23.6,1,5,stable,4.0,8,False,Healthcare,US,0
S001215,2026-05-16,Basic,88.0,14.0,37.1,1,2,increasing,6.0,3,False,Tech,US,0
S001216,2026-05-12,Premium,189.0,18.0,31.9,1,2,increasing,1.0,32,True,Tech,US,0
S001217,2026-05-13,Basic,95.0,17.0,17.5,3,2,increasing,4.0,29,False,Finance,AU,1
S001218,2026-05-15,Premium,218.0,15.0,37.5,1,3,increasing,9.0,21,False,Healthcare,US,0
S001219,2026-05-15,Premium,227.0,15.0,33.0,2,2,declining,9.0,11,False,Tech,UK,0
S001220,2026-05-10,Basic,68.0,20.0,16.5,0,9,stable,8.0,22,False,Finance,FR,1
S001221,2026-05-16,Basic,67.0,14.0,18.8,2,7,increasing,3.0,28,False,Finance,US,1
S001222,2026-05-20,Basic,39.0,10.0,37.0,0,1,declining,8.0,1,False,Tech,DE,0
S001223,2026-05-13,Enterprise,587.0,17.0,34.3,2,4,stable,1.0,27,False,Healthcare,US,0
S001224,2026-05-10,Premium,287.0,20.0,7.0,3,4,increasing,4.0,16,True,Tech,UK,0
S001225,2026-05-12,Basic,39.0,18.0,12.9,2,9,stable,3.0,14,True,Finance,US,0
S001226,2026-05-17,Enterprise,503.0,13.0,33.3,0,3,increasing,8.0,33,False,Tech,US,0
S001227,2026-05-11,Basic,77.0,19.0,10.9,3,5,stable,5.0,30,False,Finance,US,1
S001228,2026-05-10,Basic,31.0,20.0,34.7,3,5,stable,6.0,27,False,Tech,DE,1
S001229,2026-05-13,Enterprise,665.0,17.0,48.2,1,2,declining,1.0,26,False,Finance,DE,0
S001230,2026-05-19,Basic,71.0,11.0,29.5,2,4,stable,1.0,10,False,Finance,FR,0
S001231,2026-05-14,Basic,47.0,16.0,13.9,3,2,stable,10.0,35,False,Manufacturing,US,1
S001232,2026-05-16,Premium,111.0,14.0,27.1,3,2,declining,1.0,2,True,Finance,Other,0
S001233,2026-05-16,Basic,88.0,14.0,37.4,1,5,increasing,0.0,13,False,Retail,US,0
S001234,2026-05-15,Premium,155.0,,,0,3,stable,9.0,6,False,Tech,CA,0
S001235,2026-05-15,Basic,84.0,15.0,30.8,1,2,stable,3.0,8,False,Finance,FR,0
S001236,2026-05-20,Basic,43.0,10.0,15.4,1,2,stable,9.0,29,False,Tech,UK,1
S001237,2026-05-16,Basic,40.0,14.0,16.3,1,4,increasing,3.0,9,True,Finance,US,0
S001238,2026-05-13,Basic,43.0,17.0,35.9,0,9,increasing,7.0,18,False,Healthcare,FR,0
S001239,2026-05-15,Basic,90.0,15.0,16.5,0,5,increasing,3.0,26,True,Manufacturing,FR,0
S001240,2026-05-12,Basic,50.0,18.0,5.466631383982734,1,6,increasing,2.0,18,True,Healthcare,US,0
S001241,2026-05-18,Enterprise,855.0,12.0,21.3,0,4,stable,,10,True,Healthcare,FR,0
S001242,2026-05-13,Basic,91.0,17.0,28.8,2,3,declining,9.0,31,False,Tech,US,1
S001243,2026-05-17,Basic,43.0,13.0,37.7,4,7,stable,0.0,12,True,Tech,UK,0
S001244,2026-05-20,Basic,57.0,10.0,44.7,3,2,declining,9.0,17,False,Retail,DE,1
S001245,2026-05-13,Basic,49.0,17.0,26.0,2,2,declining,,9,True,Tech,CA,0
S001246,2026-05-10,Basic,50.0,20.0,,1,3,increasing,7.0,17,False,Tech,UK,1
S001247,2026-05-18,Premium,100.0,12.0,26.4,3,7,stable,6.0,2,False,Education,US,0
S001248,2026-05-14,Basic,80.0,,29.2,2,4,stable,8.0,3,False,Education,UK,1
S001249,2026-05-18,Enterprise,777.0,12.0,22.8,0,3,increasing,2.0,1,False,Healthcare,US,0
S001250,2026-05-14,Enterprise,674.0,16.0,29.6,3,6,stable,1.0,29,False,Finance,UK,0
S001251,2026-05-19,Basic,73.0,11.0,16.2,1,4,declining,,11,False,Manufacturing,UK,0
S001252,2026-05-16,Basic,67.0,14.0,48.8,1,6,stable,8.0,17,False,Tech,FR,0
S001253,2026-05-16,Basic,75.0,14.0,1.0,2,9,stable,1.0,15,False,Finance,US,0
S001254,2026-05-18,Premium,159.0,12.0,31.9,3,8,stable,9.0,34,True,Finance,US,0
S001255,2026-05-12,Basic,83.0,18.0,28.8,2,4,increasing,0.0,29,False,Manufacturing,UK,0
S001256,2026-05-13,Enterprise,980.0,17.0,29.5,2,7,increasing,7.0,9,False,Manufacturing,US,0
S001257,2026-05-12,Premium,258.0,18.0,10.8,0,6,increasing,8.0,3,False,Healthcare,US,0
S001258,2026-05-27,Premium,294.0,3.0,4.9,0,5,stable,10.0,7,True,Tech,US,0
S001259,2026-05-17,Premium,116.0,13.0,32.3,0,6,stable,7.0,7,False,Finance,UK,0
S001260,2026-05-01,Enterprise,962.0,29.0,41.1,2,7,declining,0.0,1,False,Tech,US,1
S001261,2026-05-16,Basic,69.0,14.0,27.6,1,3,declining,1.0,27,False,Manufacturing,UK,0
S001262,2026-05-13,Basic,73.0,17.0,34.7,1,4,stable,1.0,25,True,Tech,AU,0
S001263,2026-05-17,Basic,69.0,13.0,19.5,1,7,declining,4.0,21,False,Tech,UK,1
S001264,2026-05-18,Enterprise,673.0,12.0,29.0,0,5,increasing,10.0,20,True,Retail,US,0
S001265,2026-05-13,Premium,140.0,,39.7,2,1,increasing,3.0,10,False,Finance,US,0
S001266,2026-05-12,Premium,136.0,18.0,21.2,1,10,stable,9.0,11,False,Manufacturing,US,1
S001267,2026-05-18,Basic,58.0,12.0,39.2,5,3,stable,1.0,4,False,Tech,UK,0
S001268,2026-05-16,Enterprise,935.0,14.0,5.4,1,5,stable,,12,True,Retail,DE,0
S001269,2026-05-19,Basic,79.0,11.0,17.6,3,8,increasing,9.0,15,False,Tech,US,1
S001270,2026-05-18,Basic,81.0,12.0,31.6,2,3,stable,,11,False,Tech,US,0
S001271,2026-05-15,Enterprise,805.0,15.0,47.8,0,3,increasing,7.0,33,True,Finance,US,0
S001272,2026-05-12,Basic,93.0,18.0,25.2,1,3,stable,0.0,14,False,Tech,US,1
S001273,2026-05-21,Basic,44.0,9.0,12.6,0,4,declining,5.0,28,True,Healthcare,Other,1
S001274,2026-05-20,Premium,160.0,,47.6,5,4,declining,4.0,12,True,Tech,US,0
S001275,2026-05-18,Basic,33.0,12.0,23.5,3,5,stable,9.0,32,True,Tech,US,1
S001276,2026-05-19,Basic,46.0,11.0,33.0,0,4,stable,2.0,16,False,Retail,US,0
S001277,2026-05-24,Basic,31.0,6.0,21.0,1,3,declining,10.0,28,False,Tech,US,1
S001278,2026-05-14,Basic,59.0,16.0,102.15925834308851,0,5,stable,10.0,31,False,Healthcare,US,0
S001279,2026-05-13,Enterprise,867.0,17.0,18.3,1,3,increasing,9.0,31,False,Retail,US,0
S001280,2026-05-13,Premium,163.0,17.0,52.1,0,4,stable,10.0,20,False,Tech,US,0
S001281,2026-05-16,Basic,38.0,14.0,39.3,1,5,stable,7.0,30,False,Retail,US,0
S001282,2026-05-11,Basic,31.0,19.0,46.2,3,3,stable,1.0,28,False,Tech,DE,0
S001283,2026-05-11,Basic,62.0,19.0,15.5,1,6,increasing,1.0,8,True,Finance,UK,0
S001284,2026-05-13,Premium,198.0,,3.1,2,4,stable,9.0,21,False,Tech,US,0
S001285,2026-05-19,Enterprise,309.0,11.0,21.5,1,3,stable,9.0,19,False,Manufacturing,CA,0
S001286,2026-05-14,Enterprise,735.0,16.0,55.2,2,7,declining,0.0,10,False,Healthcare,US,0
S001287,2026-05-11,Basic,57.0,19.0,21.1,1,8,stable,6.0,25,True,Finance,Other,0
S001288,2026-05-12,Basic,29.0,18.0,37.6,0,4,increasing,10.0,35,False,Education,Other,1
S001289,2026-05-12,Basic,62.0,,12.7,1,6,increasing,4.0,16,True,Tech,US,0
S001290,2026-05-09,Premium,1502.3873407324402,21.0,15.1,2,1,stable,10.0,7,True,Manufacturing,US,1
S001291,2026-05-12,Basic,38.0,18.0,121.76252515793178,1,2,stable,3.0,27,False,Retail,CA,1
S001292,2026-05-15,Premium,155.0,15.0,50.3,0,3,stable,8.0,35,False,Education,US,0
S001293,2026-05-09,Premium,157.0,21.0,38.2,5,3,increasing,4.0,2,False,Manufacturing,US,0
S001294,2026-05-17,Basic,64.0,13.0,1.0,0,2,stable,0.0,34,True,Education,UK,0
S001295,2026-05-15,Basic,47.0,15.0,33.0,2,2,increasing,3.0,27,False,Tech,UK,1
S001296,2026-05-10,Basic,83.0,20.0,11.2,0,5,stable,2.0,7,False,Retail,CA,1
S001297,2026-05-14,Basic,51.0,16.0,16.8,1,7,increasing,5.0,14,False,Retail,FR,0
S001298,2026-05-14,Basic,71.0,16.0,215.56870593488406,0,3,stable,5.0,6,True,Healthcare,AU,1
S001299,2026-05-16,Premium,161.0,14.0,41.8,2,2,declining,10.0,21,False,Tech,FR,0
S001300,2026-05-16,Basic,40.0,14.0,41.2,1,5,stable,4.0,11,False,Education,DE,0
S001301,2026-05-21,Basic,81.0,,29.0,2,1,stable,0.0,23,True,Tech,UK,0
S001302,2026-05-13,Premium,242.0,17.0,,2,5,stable,4.0,22,False,Finance,Other,1
S001303,2026-05-14,Premium,290.0,16.0,208.64900974711702,3,3,increasing,9.0,29,False,Finance,Other,0
S001304,2026-05-19,Basic,82.0,11.0,6.1,1,4,declining,7.0,16,False,Tech,CA,1
S001305,2026-05-09,Premium,230.0,21.0,46.9,1,4,stable,10.0,22,False,Retail,FR,0
S001306,2026-05-18,Enterprise,957.0,12.0,16.2,4,4,increasing,1.0,31,False,Tech,UK,0
S001307,2026-05-13,Premium,229.0,17.0,28.1,0,3,stable,10.0,16,False,Healthcare,US,0
S001308,2026-05-15,Premium,167.0,15.0,19.0,2,5,increasing,6.0,36,False,Manufacturing,AU,0
S001309,2026-05-16,Basic,94.0,14.0,11.1,0,3,declining,,17,True,Tech,US,0
S001310,2026-05-13,Enterprise,656.0,17.0,30.5,2,3,increasing,1.0,16,False,Retail,US,0
S001311,2026-05-11,Basic,52.0,19.0,27.8,3,2,stable,1.0,22,False,Tech,US,1
S001312,2026-05-10,Enterprise,641.0,20.0,23.7,0,7,stable,2.0,1,False,Manufacturing,UK,0
S001313,2026-05-17,Premium,114.0,13.0,23.2,1,8,increasing,8.0,20,True,Education,UK,0
